area,perimeter,circularity,solidity,extent,eccentricity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,mean_h,mean_s,mean_v,mean_b,mean_g,mean_r,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,split
72377.0,2252.9402478933334,0.1791888963692577,0.6443218894245107,0.6250172711571675,0.7706030599152733,2.719283461654645,5.5214685572359326,9.950246774435662,10.740050331449762,-21.364742295154763,-13.65779853278046,21.15533038110198,106.14687734114281,33.4889055370156,164.14375808758427,161.76785398079411,152.23112442961246,144.97101409793638,0.1066586726070799,0.9843543319201926,0.6902767899877456,0.9869772963156023,train
67989.5,2021.7615350484848,0.20902192934339534,0.5973685366603699,0.5781420068027211,0.36826583351657177,2.6839311825043937,5.441819147430332,9.625227870729853,10.233889456997074,20.52094622384943,14.262300654402827,-20.209945217033585,106.09132188243487,30.65497881970638,163.98401323042998,163.97031857482736,153.7655950792085,144.32987581964835,0.08289874248618699,0.987187095817883,0.7079323871085176,0.9896067762216232,train
68455.5,2058.388951897621,0.2030314548026979,0.6062032322337835,0.5881056701030928,0.5685358762254424,2.6869453819200517,5.448518746768617,9.637273793125912,10.222118461582715,20.44380355950321,13.911207104660743,-20.217383262957114,105.99838646939334,30.520738190252548,164.00363044386498,163.98287064382754,153.87287683863252,144.4334346592137,0.08631516924492316,0.9868736955346125,0.7051513435040492,0.9892711270058702,train
67361.0,2110.7737278938293,0.18999187545579035,0.5934340875954207,0.5757350427350427,0.9733369102242209,2.6780004329180453,5.428486073572795,9.627350088991124,10.297626104123408,20.91260936032448,-13.810310275198658,-20.271148677413635,105.97483246027333,30.524889526206433,163.84248339235023,163.8248075853794,153.73590178806592,144.2867489976881,0.08702843232012075,0.9873056806569802,0.7100300681003434,0.9890279721976908,train
67643.0,1980.406196475029,0.21673256533289884,0.6022668589846324,0.593359649122807,0.0836164259274365,2.678249730668288,5.429632029576715,9.577770350683997,10.157953283264701,20.301521695985123,13.759787530930453,-20.097427305670646,107.2843080064168,32.68856642846726,165.34655096981186,165.34493218608722,153.48331631909,144.21010646055126,0.07761129229830936,0.9875246083127913,0.7093800947576178,0.9902355959691492,train
67597.5,1999.0752433538437,0.21256033053534534,0.6002690654637162,0.5867838541666667,0.48259208421980915,2.6793915693994523,5.431393113511356,9.593650402493122,10.161174707067406,20.285207665839128,13.662988509637168,-20.122712478003162,107.19199731492697,32.28080902418025,165.10468866286283,165.10252893020268,153.51842339515812,144.26752958687817,0.0806659189464381,0.9871072518891428,0.7093001271496424,0.9898489517319319,train
70716.5,2277.467159152031,0.17132722294590233,0.6262808307133685,0.6106778929188256,0.9696165372618349,2.7119200864125066,5.512427807884025,9.9955002350223,10.465074568405846,20.90982236237967,13.812288648791593,-20.796541137284116,107.21484908447367,35.57625205540537,165.11563222875617,162.72093865834285,151.64279144951368,144.55345447451296,0.10371775456514211,0.9850450707751879,0.6963675938561716,0.9871008790900965,train
70098.5,2229.4427748918533,0.17722538564235815,0.6175072785493113,0.5991324786324786,0.9421340142805704,2.7028149825377077,5.490075279743171,9.952547327211906,10.762790440529466,-21.120677561428558,-13.507828688921018,-22.619480783503835,107.1823651802283,35.35822133498285,165.1804532418602,162.4030956531519,151.6778102682337,145.03399313951527,0.10261684851429369,0.9855902476464459,0.7002264509236583,0.9871508727454441,train
741.0,109.11269772052765,0.7821273719151935,0.9567462879276953,0.7916666666666666,0.6695093059424556,3.173350266984687,7.450534272032165,10.904313766776479,14.497443075139856,27.20630098832633,-18.907459401782493,27.89835265195693,120.6919191919192,201.57449494949495,232.5328282828283,54.9229797979798,49.765151515151516,232.5328282828283,0.0054166645130945806,0.9993605095342982,0.9957744682700261,0.9182416396828132,train
742.5,112.46803569793701,0.7376461870809053,0.9428571428571428,0.5733590733590733,0.6816804902112544,3.170113313359521,7.444126890564562,10.861918952460025,13.479091943317366,-25.859323981037715,17.268208229045715,25.753591837615957,126.2253164556962,201.89240506329114,236.49620253164557,57.243037974683546,50.40379746835443,236.49620253164557,0.008321402543971635,0.9989289921560941,0.9957378114214165,0.8798732702638926,train
